created_at,full_text,is_quote_status,retweet_count,favorite_count,possibly_sensitive,Attentive,Alert,Determined,Inspired,Active,Hostile,Ashamed,Upset,Afraid,Nervous,Positive_affect,Negative_affect,OriginalText,SWB,is_reply,days_since_COVID19,hour,url_count,mentions_count,questionmark_count,exclamationmark_count,points_count,uppercase_ratio,hashtag_count,clean_text,neg,neu,pos,compound,TextBlob_score
2020-01-26 12:37:40+00:00,I wouldn't be lying if i said I'm actually really worried about this coronaoutbreak,False,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,5.0,5.0,0.0,0.575,I wouldn't be lying if i said I'm actually really worried about this #coronaoutbreak,-0.575,False,-4,12,0,0,0,0,0,0.0238095238095238,1,not lie actually worried coronaoutbreak,0.0,0.679,0.321,0.2235,0.0
2020-01-27 00:12:40+00:00,CoronaOutbreak me yesterday: ok it's only in china we are good me today:,False,257,0,False,1.0,1.0,1.0,1.5,3.0,1.0,2.0,2.5,2.5,2.0,0.125,0.25,"RT @McPoopyFloop: #CoronaOutbreak me yesterday: ok it's only in china we are good
me today: https://t.co/hoX66vHo3X",-0.125,False,-3,0,1,1,0,0,0,0.0273972602739726,1,coronaoutbreak yesterday ok china good today,0.0,0.44,0.56,0.6249,0.6
2020-01-27 17:18:07+00:00,"May common sense prevail. I told my kid to please pretend than any surface in public that any other person could possibly have touched is LAVA. Also, wash your hands lots and stop touching your face. CoronaOutbreak BetterSafeThanSorry",False,0,5,False,5.0,4.0,1.0,2.0,3.0,1.0,1.0,2.5,3.5,4.0,0.5,0.35,"@NickyPizazz May common sense prevail. I told my kid to please pretend than any surface in public that any other person could possibly have touched is LAVA. Also, wash your hands lots and stop touching your face. #CoronaOutbreak #BetterSafeThanSorry",0.15,True,-3,17,0,1,0,0,3,0.0550847457627118,2,common sense prevail tell kid pretend surface public person possibly touch lava wash hand lot stop touch face coronaoutbreak bettersafethansorry,0.151,0.714,0.134,0.1531,-0.09999999999999999
2020-01-27 03:50:22+00:00,"I try to calm myself with jokes but ngl I'm still worried. Come on MY gov, pls close the door. This is not the time to make business. There is no business if there is no ppl to do it okay. CoronaOutbreak CoronaVirusMY coronavirus",False,0,2,False,1.0,1.5,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,0.025,0.7,"I try to calm myself with jokes but ngl I'm still worried. Come on MY gov, pls close the door. This is not the time to make business. There is no business if there is no ppl to do it okay.
#CoronaOutbreak #CoronaVirusMY #coronavirus https://t.co/4QWDRCVFwu",-0.675,False,-3,3,1,0,0,0,4,0.0560344827586206,3,try calm joke not lie worried come gov pls close door not time business business people okay coronaoutbreak coronavirusmy coronavirus,0.0,0.61,0.39,0.7641,0.4
2020-01-27 02:50:30+00:00,"Media is barely covering it. I think it’s worse than we’re told. They treat us like idiots and withhold truth. Yes, wash your hands and don’t go to China 🙄 but FFS don’t pretend it’s not happening. Follow CoronaOutbreak and form your own opinions.",False,0,3,False,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.5,4.5,5.0,0.0,0.75,"@NoqReport @QTAnon1 @MattWalshBlog Media is barely covering it. I think it’s worse than we’re told. They treat us like idiots and withhold truth. Yes, wash your hands and don’t go to China 🙄 but FFS don’t pretend it’s not happening. Follow #CoronaOutbreak and form your own opinions.",-0.75,True,-3,2,0,3,0,0,5,0.0443548387096774,1,medium barely cover think bad tell treat like idiot withhold truth yes wash hand not china facewithrollingeyes ffs not pretend not happen follow coronaoutbreak form opinion,0.158,0.412,0.43,0.8493,-0.4833333333333332
2020-01-27 05:58:30+00:00,"Heard the news about CoronaOutbreak , here I am snuggling on bed, watching World War Z, Resident Evil series and others with notes to get survival tips as my preparation to live.",False,0,4,False,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.5,4.0,0.3,0.525,"Heard the news about #CoronaOutbreak , here I am snuggling on bed, watching World War Z, Resident Evil series and others with notes to get survival tips as my preparation to live.",-0.225,False,-3,5,0,0,0,0,1,0.0502793296089385,1,hear news coronaoutbreak snuggle bed watch world war z resident evil series note survival tip preparation live,0.372,0.628,0.0,-0.8519,-0.4318181818181818
2020-01-28 15:45:29+00:00,Every hardware store in my area is completely sold out of every type of facemask / respirator. Amazon is completely sold out of all the ones I looked at as well. Things are getting weird. coronavirus coronaviruschina coronaviruswuhan coronaoutbreak WuhanVirus WuhanOutbreak,False,1,4,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,0.05,0.65,Every hardware store in my area is completely sold out of every type of facemask / respirator. Amazon is completely sold out of all the ones I looked at as well. Things are getting weird. #coronavirus #coronaviruschina #coronaviruswuhan #coronaoutbreak #WuhanVirus #WuhanOutbreak,-0.6,False,-2,15,0,0,0,0,3,0.028673835125448,6,hardware store area completely sell type facemask respirator amazon completely sell look thing weird coronavirus coronaviruschina coronaviruswuhan coronaoutbreak wuhanvirus wuhanoutbreak,0.079,0.841,0.079,0.0,-0.09999999999999999
2020-01-28 12:36:45+00:00,Does anyone else find it strange that the CoronaVirus or CoronaOutbreak aren't trending? It says the coronavirus is trending but with barely 30k tweets (half of them came from me probably). Guess that just means I'll have more food than everyone else before panic sets in.,False,0,2,False,2.0,4.0,1.0,1.0,1.0,3.5,1.0,3.5,4.0,5.0,0.2,0.6,"Does anyone else find it strange that the #CoronaVirus or #CoronaOutbreak aren't trending?

It says the #coronavirus is trending but with barely 30k tweets (half of them came from me probably). 

Guess that just means I'll have more food than everyone else before panic sets in.",-0.4,False,-2,12,0,0,1,0,2,0.029090909090909,3,find strange coronavirus coronaoutbreak not trend coronavirus trend barely k tweet half come probably guess mean food panic set,0.242,0.758,0.0,-0.6249,-0.11979166666666666
2020-01-28 10:55:41+00:00,"I just had to unfriend Sarah because she thinks it's funny to travel to Thailand, when the Coronavirus is taking over. It's…",False,1,0,False,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.5,1.5,1.0,0.0,0.25,"RT @Amyonly84: I just had to unfriend Sarah because she thinks it's funny to travel to Thailand, when the Coronavirus is taking over. It's…",-0.25,False,-2,10,0,1,0,0,1,0.0403225806451612,0,unfriend sarah think funny travel thailand coronavirus …,0.0,0.674,0.326,0.4404,0.25
2020-01-28 17:12:50+00:00,"Just received a package from Wuhan, China. What should I do? coronavirus coronarvirues WuhanVirus China CoronaOutbreak wuhan WuhanCoronavirus",False,5,4,False,3.0,1.0,1.0,1.0,1.0,3.5,2.0,3.0,5.0,4.0,0.1,0.625,"Just received a package from Wuhan, China. What should I do? #coronavirus #coronarvirues #WuhanVirus #China #CoronaOutbreak #wuhan #WuhanCoronavirus",-0.525,False,-2,17,0,0,1,0,1,0.081081081081081,7,receive package wuhan china coronavirus coronarvirues wuhanvirus china coronaoutbreak wuhan wuhancoronavirus,0.0,1.0,0.0,0.0,0.0
2020-01-28 00:24:32+00:00,"Pete... a very mild winter in New England and CoronaOutbreak is killing my $FENY!!! hard to believe there could actually be an Energy glut on the planet Earth.... I mean, I love a mild winter, but my portfolio doesn't....",False,0,0,False,1.0,1.5,1.0,1.5,1.0,2.0,2.0,5.0,2.0,3.0,0.05,0.45,"@petenajarian @HalftimeReport @MarketRebels Pete... a very mild winter in New England and #CoronaOutbreak is killing my $FENY!!! hard to believe there could actually be an #Energy glut on the planet #Earth.... I mean, I love a mild winter, but my portfolio doesn't.... https://t.co/RZPFsFgFHB",-0.4,True,-2,0,1,3,0,3,11,0.0580357142857142,3,pete mild winter new england coronaoutbreak kill feny hard believe actually energy glut planet earth mean love mild winter portfolio not,0.207,0.578,0.214,0.0516,0.09983766233766232
2020-01-29 11:26:06+00:00,Can someone Tell me if Animals/Pets in China Getting infected by coronavirus in this CoronaOutbreak ??? What preca…,False,10,0,False,1.0,2.5,1.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,0.075,0.55,"RT @MahadevKMonster: Can someone Tell me if Animals/Pets in #China Getting infected by #coronavirus in this #CoronaOutbreak ???

What preca…",-0.475,False,-1,11,0,1,3,0,0,0.0762711864406779,3,tell animalspet china getting infect coronavirus coronaoutbreak preca …,0.0,1.0,0.0,0.0,0.0
2020-01-30 15:28:26+00:00,Are you scared of Corona Virus ?? I am so much scared.. 🥺 coronavirusindia CoronavirusWho coronavirus ChinaCoron…,False,2,0,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,0.0,0.6,"RT @BijenderSingh04: Are you scared of Corona Virus ??

I am so much scared.. 🥺

#coronavirusindia #CoronavirusWho #coronavirus #ChinaCoron…",-0.6,False,0,15,0,1,2,0,2,0.0683760683760683,4,scared corona virus scared pleadingface coronavirusindia coronaviruswho coronavirus chinacoron …,0.453,0.547,0.0,-0.7003,0.0
2020-01-30 22:35:51+00:00,Infection rate so far today appears to have slowed significantly from previous days. This is a good indication that quarantine and preventative measures taken are having a positive impact. I will post more updated stats this evening coronavirus coronaviruschina CoronaOutbreak,False,0,3,False,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.5,1.0,0.65,0.025,"Infection rate so far today appears to have slowed significantly from previous days. This is a good indication that quarantine and preventative measures taken are having a positive impact. I will post more updated stats this evening

#coronavirus #coronaviruschina #CoronaOutbreak",0.625,False,0,22,0,0,0,0,2,0.017921146953405,3,infection rate far today appear slow significantly previous day good indication quarantine preventative measure positive impact post update stat evening coronavirus coronaviruschina coronaoutbreak,0.0,0.764,0.236,0.7579,0.11212121212121211
2020-01-30 07:51:47+00:00,There you go I said it. Coronavirus is a marketing stunt done by face mask companies to drive sales! lka CoronaOutbrea…,False,4,0,False,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,0.05,0.5,"RT @vaasnaveen: There you go I said it.

Coronavirus is a marketing stunt done by face mask companies to drive sales! 

#lka #CoronaOutbrea…",-0.45,False,0,7,0,1,0,1,1,0.0413223140495867,2,coronavirus marketing stunt face mask company drive sale lka coronaoutbrea …,0.0,1.0,0.0,0.0,0.0
2020-01-30 11:27:42+00:00,"It is officially nearly impossible to buy masks in Japan, the panic too over the country. I can’t remember anything like…",False,2,0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.5,4.5,0.0,0.475,"RT @lionelpiguet: It is officially nearly impossible to buy masks in Japan, the panic too over the country. I can’t remember anything like…",-0.475,False,0,11,0,1,0,0,1,0.024793388429752,0,officially nearly impossible buy mask japan panic country not remember like …,0.375,0.625,0.0,-0.6608,-0.6666666666666666
2020-01-30 10:38:27+00:00,"Blue,many moving parts.Gates is heavily involved.We should all be prepared &amp; not dismiss anything. coronavirus Coalition is funding the search for a vaccine.With his history of vaccines, well, that's all I'm say'n too: WWG1WGA",False,1,0,False,1.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,0.35,0.8,"@AbbeyMaeCook88 Blue,many moving parts.Gates is heavily involved.We should all be prepared &amp; not dismiss anything. #coronavirus
https://t.co/wXCthqM6sd 

Coalition is funding the search for a vaccine.With his history of vaccines, well, that's all I'm say'n too:
https://t.co/s8UZMVEgNY

#WWG1WGA",-0.45,True,0,10,2,1,0,0,4,0.0517241379310344,2,bluemany partsgate heavily involvedwe prepare not dismiss coronavirus coalition fund search vaccinewith history vaccine sayn wwgwga,0.0,1.0,0.0,0.0,-0.2
2020-01-30 10:42:01+00:00,What would you do if you were stuck at home for a few days due to the coronavirus? I would watch movies all day $NFLX $AAPL $DIS $AMZN streaming services.,False,0,2,False,1.5,1.5,1.5,2.0,2.0,1.0,1.0,1.5,2.0,1.5,0.175,0.1,@jimcramer What would you do if you were stuck at home for a few days due to the #coronavirus? I would watch movies all day $NFLX $AAPL $DIS $AMZN streaming services.,0.075,True,0,10,0,1,1,0,1,0.1096774193548387,1,stick home day coronavirus watch movie day nflx aapl dis amzn streaming service,0.0,1.0,0.0,0.0,0.0
2020-01-31 09:24:51+00:00,There is a rumor that alcohol helps against the CoronaOutbreak. Have you had the chance to test this out yet? I'm thinking shipments of corona to all corona infected regions...,False,0,0,False,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,2.0,1.5,0.125,0.075,@corona There is a rumor that alcohol helps against the #CoronaOutbreak. Have you had the chance to test this out yet? I'm thinking shipments of #corona to all #corona infected regions...,0.05,False,1,9,0,1,1,0,4,0.0279329608938547,3,rumor alcohol help coronaoutbreak chance test think shipment corona corona infect region,0.0,0.68,0.32,0.5719,0.0
2020-02-01 18:09:49+00:00,Look what I found on the back of my Lysol can. Why is it so out of control if a simple spray can help kill it? coronarvi…,False,2,0,False,1.0,2.5,1.0,1.5,1.0,3.0,1.0,3.0,3.0,2.0,0.1,0.35,"RT @Zavala0131: Look what I found on the back of my Lysol can. Why is it so out of control if a simple spray can help kill it?  
#coronarvi…",-0.25,False,2,18,0,1,1,0,1,0.0327868852459016,1,look find lysol control simple spray help kill coronarvi …,0.326,0.486,0.188,-0.4588,0.0
2020-02-02 10:24:10+00:00,I can’t believe anything this administration says now. I’m even skeptical about what their doing about the CoronaOutbreak because they are all corrupt and totally inept! How very sad.,False,0,1,False,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,0.0,0.8,@mmpadellan I can’t believe anything this administration says now. I’m even skeptical about what their doing about the #CoronaOutbreak because they are all corrupt and totally inept! How very sad.,-0.8,True,3,10,0,1,0,1,2,0.0271739130434782,1,not believe administration skeptical coronaoutbreak corrupt totally inept sad,0.274,0.567,0.159,-0.3435,-0.375
2020-02-02 23:07:31+00:00,At least I won't have Coronavirus nightmares tonight.,True,0,0,False,1.0,1.0,2.0,2.5,2.5,1.0,1.0,2.0,2.0,1.5,0.2,0.125,At least I won't have #Coronavirus nightmares tonight. https://t.co/L4F4MUmDUR,0.075,False,3,23,1,0,0,0,1,0.0555555555555555,1,not coronaviru nightmare tonight,0.0,1.0,0.0,0.0,0.0
2020-02-03 00:01:51+00:00,First coronavirus in china and now Locusts in Pakistan what’s going on I await the blame to be put on or anytime by,False,0,0,False,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.5,2.5,4.0,0.0,0.45,@ndtv First #coronavirus in #china and now #Locusts in #Pakistan what’s going on I await the blame to be put on @narendramodi or @AmitShah anytime by @ReallySwara @anubhavsinha @anuragkashyap72,-0.45,True,4,0,0,6,0,0,0,0.0336134453781512,4,coronavirus china locust pakistan await blame anytime,0.273,0.568,0.159,-0.25,0.0
2020-02-03 02:36:58+00:00,"My barber: ""I was walking down Lygon Street the other day and all the Chinese were wearing masks; I wanted to say to them, 'We're the ones that should be wearing masks not you!"" coronavirus",False,0,0,False,1.0,1.0,1.5,1.5,1.0,5.0,1.0,4.0,4.0,4.0,0.05,0.65,"My barber: ""I was walking down Lygon Street the other day and all the Chinese were wearing masks; I wanted to say to them, 'We're the ones that should be wearing masks not you!"" #coronavirus",-0.6,False,4,2,0,0,0,1,0,0.0368421052631578,1,barber walk lygon street day chinese wear mask want wear mask not coronavirus,0.0,0.902,0.098,0.0772,0.0
2020-02-03 01:41:27+00:00,I finally got my masks online but it's from China so i'm not sure how to feel about it 😭 CoronavirusOutbreak coronavirus,False,4,0,False,1.0,1.0,1.0,1.0,1.0,3.5,2.5,4.0,4.0,5.0,0.0,0.7,RT @_3RIAN: I finally got my masks online but it's from China so i'm not sure how to feel about it 😭 #CoronavirusOutbreak #coronavirus http…,-0.7,False,4,1,1,1,0,0,0,0.0327868852459016,2,finally mask online china not sure feel loudlycryingface coronavirusoutbreak coronavirus,0.179,0.821,0.0,-0.2411,-0.125
2020-02-03 02:33:03+00:00,"2/2 coronavirus A Wuhan woman shouted loudly:”my mom was dead following gov’s suggestion to stay home. I don’t know how many sick elderly people in Wuhan, are in their 70s, and the gov is unwilling to pay for the diagnosis. She called on young people to record.” Shameful CCP",False,98,150,False,1.0,2.0,2.0,1.0,1.0,4.0,3.5,5.0,3.0,5.0,0.1,0.775,"2/2 #coronavirus 

A Wuhan woman shouted loudly:”my mom was dead following gov’s suggestion to stay home. I don’t know how many sick elderly people in Wuhan, are in their 70s, and the gov is unwilling to pay for the diagnosis.  She called on young people to record.”

Shameful CCP https://t.co/xoQiEWS61i",-0.675,False,4,2,1,0,0,0,3,0.0326086956521739,1,"coronaviru wuhan woman shout loudly”my mom dead follow gov suggestion stay home not know sick elderly people wuhan s gov unwilling pay diagnosis young people record "" shameful ccp",0.257,0.665,0.078,-0.735,-0.17857142857142858
2020-02-03 00:50:22+00:00,"Ugh. Welcome to anxiety; a thread. So I went to the gym today, did really well on the treadmill, great respiration and such, and I get home and notice a slight chest congestion. Kind of thought nothing of it and mentioned the coronavirus epidemic to hubby, which made me google.",False,0,0,False,2.5,2.5,2.0,2.0,3.0,1.0,2.5,3.0,3.0,3.0,0.35,0.375,"Ugh. Welcome to anxiety; a thread. 
So I went to the gym today, did really well on the treadmill, great respiration and such, and I get home and notice a slight chest congestion. Kind of thought nothing of it and mentioned the #coronavirus epidemic to hubby, which made me google.",-0.025,False,4,0,0,0,0,0,4,0.021505376344086,1,ugh welcome anxiety thread gym today treadmill great respiration home notice slight chest congestion kind think nothing mention coronavirus epidemic hubby google,0.141,0.531,0.328,0.7906,0.5083333333333333
2020-02-04 23:15:50+00:00,A colleague of my girlfriend just left for a holiday to Vietnam. Not sure I would've done the same. coronavirus,False,1,0,False,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.5,3.5,2.5,0.025,0.325,RT @kevinjaybe: A colleague of my girlfriend just left for a holiday to Vietnam. Not sure I would've done the same. #coronavirus,-0.3,False,5,23,0,1,0,0,2,0.0357142857142857,1,colleague girlfriend leave holiday vietnam not sure coronavirus,0.291,0.46,0.249,0.1376,-0.25
2020-02-05 22:34:11+00:00,"Watching Zach France! I think you are awesome! You are my kind of person, I wouldn't go without my dogs either. Hoping you, your loved ones and everybody else continues to remain healthy and safe.. fingers and paws crossed for you. loveislove coronavirus",False,0,0,False,4.5,2.0,2.0,4.5,4.5,1.0,1.0,1.0,1.0,1.5,0.625,0.025,"Watching @itvnews Zach France! I think you are awesome! You are my kind of person, I wouldn't go without my dogs either. Hoping you, your loved ones and everybody else continues to remain healthy and safe.. fingers and paws crossed for you. #loveislove #coronavirus",0.6,False,6,22,0,1,0,2,4,0.02734375,2,watch zach france think awesome kind person not without dog hope love everybody continue remain healthy safe finger paw cross loveislove coronavirus,0.098,0.464,0.439,0.895,0.5166666666666667
2020-02-05 18:20:51+00:00,"If you haven't been watching/listening to Pandemic you need to for level headed, professional analysis of the coronavirus aside from the awful human toll, economic hit is coming and I believe that is driving the uptick in bitcoin's price.",False,0,1,False,2.5,2.0,1.5,3.5,2.0,2.5,1.0,3.0,2.5,2.5,0.325,0.325,"If you haven't been watching/listening to Pandemic you need to for level headed, professional analysis of the #coronavirus aside from the awful human toll, economic hit is coming and I believe that is driving the uptick in bitcoin's price. https://t.co/Bzm1nce5fg",0.0,False,6,18,1,0,0,0,1,0.0125523012552301,1,not watchinglistene pandemic need level head professional analysis coronavirus aside awful human toll economic hit come believe drive uptick bitcoin price,0.13,0.87,0.0,-0.4588,-0.175
2020-02-05 22:55:03+00:00,"A useful video on coronavirus made so funny - the way I go should be presented 👏👏👏 Forwarded on WhatsApp It is by Dr Jagadish Chaturvedi, ENT specialist. He practices in Bengaluru and does stand up comedy too!",False,1,3,False,2.5,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.325,0.0,"A useful video on #coronavirus made so funny - the way I go should be presented 👏👏👏

Forwarded on WhatsApp
It is by Dr Jagadish Chaturvedi, ENT specialist. He practices in Bengaluru and does stand up comedy too! https://t.co/4JiHEPgOLz",0.325,False,6,22,1,0,0,1,1,0.0666666666666666,1,useful video coronavirus funny way present clappinghandsclappinghandsclappinghand forward whatsapp dr jagadish chaturvedi ent specialist practice bengaluru stand comedy,0.0,0.644,0.356,0.8074,0.18333333333333335
2020-02-05 14:59:52+00:00,"Today is a special and a happy day for me, it's my birthday! But I will not be too shallow to remember hundreds of people who have died of the raging coronavirus and those ill from the deadly virus especially Dr. Li Weilang, the victims of lassaFever, the thousands...",False,0,2,False,2.0,3.0,1.5,2.0,3.5,1.0,1.0,3.5,1.5,2.0,0.35,0.2,"Today is a special and a happy day for me, it's my birthday!
But I will not be too shallow to remember hundreds of people who have died of the raging #coronavirus and those ill from the deadly virus especially Dr. Li Weilang, the victims of #lassaFever, the thousands... https://t.co/ZBoDRLWkly",0.15,False,6,14,1,0,0,1,4,0.0259259259259259,2,today special happy day birthday not shallow remember people die rage coronaviru ill deadly virus especially dr li weilang victim lassafever thousand,0.356,0.46,0.184,-0.7184,0.07840136054421773
